chr;pos;strand;Name;Islands_Name;Relation_to_Island;UCSC_RefGene_Name;UCSC_RefGene_Accession;UCSC_RefGene_Group;Phantom;DMR;Enhancer;HMM_Island;Regulatory_Feature_Name;Regulatory_Feature_Group;DHS;logFC;AveExpr;t;P.Value;adj.P.Val;B
chrX;48858904;-;cg06645047;;OpenSea;"GRIPAP1;GRIPAP1";"NM_020137;NM_207672";"TSS1500;TSS1500";;;;X:48743831-48743906;X:48858503-48859285;Promoter_Associated;TRUE;0.225341519691877;0.225390543947368;7.27611999330353;1.12928693256236e-08;1.70883120693526e-06;9.51314508226525
chrX;80457556;-;cg19919335;;OpenSea;"SH3BGRL;SH3BGRL;HMGN5";"NM_003022;NM_003022;NM_030763";"5'UTR;1stExon;TSS200";low-CpG:80344134-80344296;;;X:80344174-80344224;X:80457024-80457736;Promoter_Associated;;-0.156079429131653;0.480123731578947;-7.27610912971692;1.12932458092884e-08;1.70883120693526e-06;9.51311179044512
chrX;73756097;+;cg22653685;chrX:73755645-73756784;Island;;;;;;;X:73672312-73673528;X:73755483-73757165;Unclassified;TRUE;0.278628876162465;0.276522963421053;7.27561109821707;1.13105189764048e-08;1.7108537139356e-06;9.51158554668497
chrX;153061265;-;cg13049326;chrX:153059275-153060557;S_Shore;"IDH3G;IDH3G;SSR4";"NM_174869;NM_004135;NM_006280";"TSS1500;TSS1500;Body";;;;;;;;-0.176797545378151;0.741824181578947;-7.27506496112114;1.1329491234235e-08;1.71313174358994e-06;9.50991185881126
chrX;48937877;-;cg06438901;chrX:48937435-48937976;Island;"WDR45;WDR45";"NM_001029896;NM_007075";"TSS1500;5'UTR";;;;X:48824401-48824920;X:48937345-48937990;Promoter_Associated;;0.174671415630252;0.194221853157895;7.27492272149641;1.1334437766049e-08;1.71328810338416e-06;9.50947594849208
chrX;100603949;+;cg06818142;chrX:100603622-100603950;Island;"TIMM8A;TIMM8A;TIMM8A";"NM_004085;NM_004085;NM_001145951";"1stExon;5'UTR;TSS1500";;;;X:100490077-100490606;X:100602908-100604594;Promoter_Associated;TRUE;0.164600031932773;0.227317857894737;7.27275780750714;1.14099945043516e-08;1.7241139521855e-06;9.50284111861846
chrX;152710501;+;cg18879010;chrX:152710204-152710814;Island;TREX2;NM_080701;Body;;;;X:152363446-152364097;;;;-0.145962521288515;0.736054013157895;-7.27258929592949;1.14158969327191e-08;1.72441080732163e-06;9.50232466465047
chrX;71459274;+;cg08304428;chrX:71458560-71459202;S_Shore;"ERCC6L;PIN4";"NM_017669;NM_001170747";"TSS1500;Body";;;;;X:71458507-71459289;Promoter_Associated;;0.200889669467787;0.305179810526316;7.27077899380799;1.14795007827261e-08;1.73342045198582e-06;9.49677631630218
chrX;47063687;+;ch.X.772253F;;OpenSea;"UBA1;UBA1;INE1";"NM_003334;NM_153280;NR_024616";"Body;Body;TSS1500";;;;;;;;0.0726122640616246;0.160148661315789;7.26996155375078;1.15083381139539e-08;1.73717590260353e-06;9.49427088274475
chrX;117973480;-;cg12755246;chrX:117973316-117973706;Island;;;;;;TRUE;X:117857345-117857704;X:117973079-117974028;Unclassified;;0.163744842689076;0.191179556842105;7.26639921068039;1.16348649636952e-08;1.75566985081391e-06;9.48335179025184
chrX;49965358;-;cg25877387;;OpenSea;"AKAP4;AKAP4";"NM_139289;NM_003886";"TSS1500;Body";;;;;;;;-0.0980497927170868;0.8448595;-7.26580528529502;1.16560960489713e-08;1.75826768316525e-06;9.48153122906073
chrX;53280102;-;cg13983639;chrX:53283829-53284038;N_Shelf;"IQSEC2;IQSEC2";"NM_015075;NM_001111125";"Body;Body";;;;;;;;-0.134614864145658;0.892117986842105;-7.26439524534012;1.17066575466411e-08;1.76528655864473e-06;9.47720892125951
chrX;47311883;+;cg27360006;;OpenSea;"ZNF41;ZNF41";"NM_153380;NM_007130";"Body;Body";;;;;;;;-0.145688272268907;0.630801789473684;-7.2632131491648;1.17492158986791e-08;1.7710941958331e-06;9.47358523034586
chrX;135579428;+;cg21593552;chrX:135579001-135580099;Island;"HTATSF1;HTATSF1;HTATSF1";"NM_001163280;NM_014500;NM_001163280";"1stExon;TSS1500;5'UTR";high-CpG:135407036-135407424;;;X:135406459-135407765;X:135578666-135580196;Promoter_Associated_Cell_type_specific;;0.129128449159664;0.195628838157895;7.25978567199984;1.18734981468219e-08;1.78921277786852e-06;9.46307776703396
chrX;153776009;-;cg13014982;chrX:153774893-153776136;Island;"IKBKG;IKBKG;G6PD;G6PD;IKBKG;IKBKG";"NM_001145255;NM_001099857;NM_000402;NM_001042351;NM_003639;NM_001099856";"5'UTR;5'UTR;TSS1500;TSS1500;TSS200;Body";;;;X:153428021-153429369;X:153774668-153776602;Promoter_Associated;;0.147186091176471;0.172012690789474;7.25956987352954;1.18813673668919e-08;1.78978269536685e-06;9.46241617328123
chrX;46696297;-;cg04586456;chrX:46696141-46697075;Island;RP2;NM_006915;TSS200;;;;X:46581030-46582019;X:46695962-46697271;Promoter_Associated;;0.224243770868347;0.223502542105263;7.25924242982724;1.18933178491592e-08;1.79096680172566e-06;9.46141229140398
chrX;6144121;-;cg01679167;chrX:6144120-6145906;Island;"NLGN4X;NLGN4X";"NM_181332;NM_020742";"5'UTR;5'UTR";;DMR;;X:6154098-6155906;;;;0.15657851047619;0.190950009473684;7.25742893937763;1.19597234776641e-08;1.80034745608904e-06;9.45585231665801
chrX;11773466;-;cg25079603;chrX:11775784-11776936;N_Shelf;;;;;;;;;;;-0.153472541456583;0.825872744736842;-7.25695280740573;1.19772202027025e-08;1.80236173046193e-06;9.45439250353865
chrX;37364625;+;cg17506050;chrX:37364322-37364821;Island;;;;;;;X:37249238-37249772;;;;-0.183166485994398;0.822836592105263;-7.25459360046024;1.20642972952659e-08;1.814841649875e-06;9.44715895732308
chrX;40594937;+;cg03465847;chrX:40594515-40595457;Island;MED14;NM_004229;TSS200;high-CpG:40479699-40480142;;;X:40479292-40480401;X:40594936-40595388;Promoter_Associated;;0.133552886106443;0.132881465263158;7.25016226013884;1.22295863771238e-08;1.83907444810715e-06;9.43357091387425
chrX;121017696;+;ch.X.120845377F;;OpenSea;;;;;;;;;;;-0.0850518946778711;0.160549384210526;-7.24903442759559;1.22720181306575e-08;1.84482177394007e-06;9.43011234556784
chrX;102858966;+;cg05793280;chrX:102862719-102863148;N_Shelf;;;;;;;;;;;-0.140172500560224;0.851875002631579;-7.24454057007988;1.24425681557415e-08;1.8698182449114e-06;9.4163306954408
chrX;19141093;-;cg15813836;chrX:19140869-19141094;Island;"GPR64;GPR64;GPR64;GPR64";"NM_005756;NM_001079859;NM_001079860;NM_001079858";"TSS1500;TSS1500;TSS1500;TSS1500";;DMR;;X:19049688-19051204;;;;0.183569279551821;0.310910563157895;7.24027470460237;1.26066778271598e-08;1.89383006765852e-06;9.40324683157856
chrX;23925454;+;cg00815770;chrX:23925590-23926315;N_Shore;"CXorf58;APOO;APOO;CXorf58";"NM_001169574;NM_024122;NR_026545;NM_152761";"TSS1500;Body;Body;TSS1500";;;;;X:23925325-23926585;Promoter_Associated;;0.220595358768969;0.322362720424809;7.23837428139805;1.2680489452282e-08;1.90426510737727e-06;9.39741758867477
chrX;48457256;+;cg11267664;chrX:48457110-48457338;Island;"WDR13;WDR13;WDR13;WDR13";"NR_029427;NM_017883;NM_001166426;NM_001166426";"Body;Body;5'UTR;1stExon";;;;X:48342055-48342267;;;;-0.126074062464986;0.905159944736842;-7.23636596430963;1.2758965581823e-08;1.91539323419357e-06;9.39125710269559
chrX;112252216;+;ch.X.112138872R;;OpenSea;;;;;;;;;;;-0.133204260504202;0.278645936842105;-7.23462206019597;1.28275070275967e-08;1.92502283667331e-06;9.3859074536189
chr5;85913627;+;cg12900170;;OpenSea;COX7C;NM_001867;TSS200;;;;5:85949381-85949991;5:85913280-85914447;Promoter_Associated;;0.0587727871708683;0.131898820526316;7.23447482771825;1.28333107505905e-08;1.92523402224275e-06;9.38545578867308
chrX;17394642;-;cg09234578;chrX:17393159-17395817;Island;NHS;NM_198270;Body;;;;X:17302651-17305714;;;;0.214427258543417;0.347181892105263;7.23219284289091;1.29236032892677e-08;1.93811560780256e-06;9.37845513738874
chrX;153607462;+;cg22275278;chrX:153606334-153608237;Island;EMD;NM_000117;TSS200;;;;X:153259580-153261632;X:153606791-153608059;Promoter_Associated;;0.215889048179272;0.352242352631579;7.23033572751786;1.29975576678848e-08;1.94853902533291e-06;9.37275760786293
chrX;133680740;-;cg01807688;chrX:133678595-133679201;S_Shore;"MGC16121;MIR424;MIR503";"NR_024607;NR_029946;NR_030228";"TSS200;Body;TSS1500";;;;X:133508406-133508479;;;;-0.178655388515406;0.704484355263158;-7.2299640838533;1.30124085239118e-08;1.95009778995725e-06;9.3716173941191
chrX;150573911;+;cg22324667;;OpenSea;VMA21;NM_001017980;3'UTR;;;;;;;;-0.110804719327731;0.787843889473684;-7.2277407237028;1.31016121137182e-08;1.96279450942377e-06;9.36479584318679
chrX;77359363;-;cg00151234;chrX:77359303-77359979;Island;1,00 PGK;NM_000291;TSS1500;;;;X:77246011-77247167;X:77359057-77359965;Promoter_Associated;;0.0815311137641306;0.121247749066299;7.22755312593394;1.3109166903623e-08;1.96325465929006e-06;9.36422025249263
chrX;110867658;-;cg18388301;chrX:110867471-110867747;Island;;;;;;;X:110754143-110754403;;;;-0.104861922689076;0.885353784210526;-7.22704578140825;1.31296203071448e-08;1.96564555589058e-06;9.36266359610915
chrX;16668234;+;cg06002208;;OpenSea;"CTPS2;CTPS2;S100G;CTPS2";"NM_019857;NM_001144002;NM_004057;NM_175859";"Body;Body;TSS200;Body";;;;;;;;-0.101990762184874;0.835904760526316;-7.22675493078502;1.31413603569413e-08;1.96673078118456e-06;9.36177118697529
chrX;153532633;+;cg18771512;;OpenSea;"TKTL1;TKTL1;TKTL1";"NM_001145934;NM_012253;NM_001145933";"TSS1500;Body;Body";;;;;;;;-0.15979359859944;0.611747228947368;-7.22569408712963;1.31842706526704e-08;1.97247859784317e-06;9.35851617529685
chrX;153237590;+;cg03189022;chrX:153236071-153238480;Island;"TMEM187;HCFC1";"NM_003492;NM_005334";"TSS1500;TSS1500";high-CpG:152890670-152890809;;;X:152889294-152891695;X:153237293-153237720;Promoter_Associated;;-0.091551262464986;0.264000534210526;-7.22554242650683;1.31904167448966e-08;1.97272413055232e-06;9.35805082454136
chrX;24042976;+;cg03250346;chrX:24042835-24044094;Island;KLHL15;NM_030624;5'UTR;;;;X:23952798-23954094;;;;0.249888591316527;0.334594697368421;7.22384642028979;1.32593451330318e-08;1.98195001497117e-06;9.35284673445608
chrX;110039194;+;cg13501371;chrX:110038946-110039370;Island;"CHRDL1;CHRDL1;CHRDL1;CHRDL1;CHRDL1;CHRDL1;CHRDL1";"NM_001143981;NM_145234;NM_001143983;NM_001143982;NM_001143983;NM_001143982;NM_001143981";"5'UTR;TSS200;1stExon;1stExon;5'UTR;5'UTR;1stExon";;DMR;;X:109925646-109926213;;;;0.16824065047619;0.217100836315789;7.22380196723177;1.32611566550329e-08;1.98195001497117e-06;9.35271033010782
chrX;149861947;-;cg20455959;;OpenSea;"MTMR1;MTMR1";"NM_003828;NM_003828";"1stExon;5'UTR";;;;X:149612254-149613323;;;TRUE;0.223529227731092;0.441143339473684;7.22231920602664;1.332172445655e-08;1.99032290222486e-06;9.34816038811297
chrX;39939117;-;cg13307200;chrX:39942756-39943419;N_Shelf;"BCOR;BCOR;BCOR;BCOR";"NM_001123384;NM_017745;NM_001123385;NM_001123383";"5'UTR;5'UTR;5'UTR;5'UTR";;;;;X:39939095-39939176;Unclassified_Cell_type_specific;;-0.133007882352941;0.836577426315789;-7.2216011256106;1.33511568237159e-08;1.9940398969074e-06;9.34595685614183
chrX;24336335;+;cg01364907;chrX:24331643-24332347;S_Shelf;;;;;;;;;;;-0.109340289915966;0.34725755;-7.22082827439003;1.33829074192312e-08;1.99810047409172e-06;9.34358520917108
chrX;134166175;+;cg10001778;chrX:134166067-134166985;Island;FAM127A;NM_001078171;TSS200;;DMR;;X:133993685-133994651;X:134165921-134166843;Promoter_Associated;;0.209801091036414;0.266931855263158;7.2190916751063;1.34545292943328e-08;2.0081091329603e-06;9.33825594799774
chrX;100879169;-;cg27381383;;OpenSea;"ARMCX3;ARMCX3;ARMCX3";"NM_016607;NM_177947;NM_177948";"5'UTR;5'UTR;5'UTR";;DMR;;;;;;0.284557863865546;0.462894526315789;7.21641915430524;1.35655072598318e-08;2.02398292712415e-06;9.33005409994273
chrX;154563852;-;cg08468443;;OpenSea;"CLIC2;CLIC2";"NM_001289;NM_001289";"5'UTR;1stExon";;;;;;;;-0.17930391372549;0.546888242105263;-7.21620309153332;1.35745196392387e-08;2.02463775480286e-06;9.32939098963669
chrX;153583236;-;cg01055931;chrX:153585697-153585944;N_Shelf;"FLNA;FLNA";"NM_001110556;NM_001456";"Body;Body";;;;;;;;-0.111520116130762;0.90206679903685;-7.21531583835479;1.36115919946189e-08;2.02947585318747e-06;9.32666791714722
chrX;103502294;-;cg06672093;chrX:103498706-103499843;S_Shelf;;;;;;;;;;;-0.164995598879552;0.528883315789474;-7.21499967466398;1.36248270227467e-08;2.03075774423719e-06;9.32569756368299
chrX;73164390;-;cg09803537;chrX:73164003-73164247;S_Shore;LOC554203;NR_024582;Body;;;;X:73080735-73081116;X:73163478-73164698;Promoter_Associated;;-0.196503443081232;0.249569933157895;-7.21465057890345;1.36394557130104e-08;2.03224641529436e-06;9.32462612816225
chrX;71458680;+;cg01004805;chrX:71458560-71459202;Island;"ERCC6L;PIN4";"NM_017669;NM_001170747";"Body;Body";;;;X:71375286-71375927;X:71458507-71459289;Promoter_Associated;;0.0568585829740622;0.112063164421199;7.21409219817631;1.36628873391464e-08;2.03504524400054e-06;9.32291234190767
chrX;128913842;-;cg07172550;;OpenSea;SASH3;NM_018990;TSS200;;;;;X:128913689-128914109;Promoter_Associated;;-0.137145176470588;0.689292921052632;-7.21268504202949;1.37221168618544e-08;2.04317234351359e-06;9.31859338517428
chrX;110339862;-;cg14688956;chrX:110339364-110339679;S_Shore;"PAK3;PAK3;PAK3";"NM_001128166;NM_001128167;NM_002578";"5'UTR;5'UTR;5'UTR";;;;X:110226054-110226614;X:110338945-110340034;Unclassified_Cell_type_specific;;0.246998241848739;0.222913443684211;7.21182775388978;1.3758328444359e-08;2.04786779711032e-06;9.31596205548698
chrX;48343409;-;cg00188971;;OpenSea;"FTSJ1;FTSJ1;FTSJ1";"NM_177434;NM_012280;NM_177439";"3'UTR;3'UTR;3'UTR";;;;;;;;-0.0924403897493552;0.899162174917199;-7.2078547262636;1.39274106750519e-08;2.0723305620958e-06;9.30376667481801
chrX;152940157;+;cg15480287;chrX:152938634-152939544;S_Shore;"PNCK;PNCK";"NM_001039582;NM_001135740";"TSS1500;TSS1500";;;;X:152593132-152593425;;;;-0.11127547394958;0.846621047368421;-7.20653924727961;1.39838549201053e-08;2.08002242015413e-06;9.29972849753726
chrX;12974511;+;cg14318199;;OpenSea;;;;;DMR;TRUE;;X:12974258-12974754;Promoter_Associated;TRUE;-0.14933703697479;0.692155431578947;-7.20127481842135;1.42120590327693e-08;2.11324872620911e-06;9.28356679529298
chrX;38660509;-;cg15162843;chrX:38662906-38664764;N_Shelf;"MID1IP1;MID1IP1";"NM_001098791;NM_001098790";"TSS200;TSS200";;;;X:38545453-38545854;X:38660238-38661261;Promoter_Associated_Cell_type_specific;;0.154294259943978;0.280690115789474;7.19998445332247;1.42685651607829e-08;2.12093067147573e-06;9.27960508576213
chrX;13587976;+;cg00932276;chrX:13587648-13588221;Island;"EGFL6;EGFL6;EGFL6;EGFL6";"NM_001167890;NM_001167890;NM_015507;NM_015507";"5'UTR;1stExon;5'UTR;1stExon";;DMR;TRUE;X:13497570-13498485;;;;0.21677812436459;0.301059179723331;7.19431066166053;1.45197266703228e-08;2.15753185878556e-06;9.26218382318947
chrX;66764531;+;cg01086868;chrX:66766037-66766279;N_Shore;"AR;AR";"NM_000044;NM_000044";"1stExon;5'UTR";;;;X:66680456-66681257;;;TRUE;0.215977664348327;0.249783440369754;7.19287366043695;1.4584043127514e-08;2.16635373870791e-06;9.25777116495468
chrX;24072865;-;cg27345735;chrX:24072558-24073135;Island;EIF2S3;NM_001415;TSS200;;;;X:23982644-23983279;X:24071907-24073667;Promoter_Associated;TRUE;-0.0640662308123249;0.278857389473684;-7.19238753462428;1.46058658544347e-08;2.16885964093604e-06;9.25627836434884
chrX;106957165;+;cg11837390;chrX:106959378-106959914;N_Shelf;"TSC22D3;TSC22D3;TSC22D3";"NM_198057;NM_004089;NM_001015881";"3'UTR;3'UTR;3'UTR";;;;;X:106957063-106958012;Promoter_Associated;;-0.107459894677871;0.833031715789474;-7.19191339234041;1.46271823593832e-08;2.17128869962825e-06;9.25482234622291
chrX;48769370;-;cg14132995;chrX:48768763-48769474;Island;"SLC35A2;SLC35A2;SLC35A2";"NM_001042498;NM_001032289;NM_005660";"TSS200;TSS1500;TSS1500";;;;X:48653616-48654401;X:48768510-48769452;Promoter_Associated_Cell_type_specific;TRUE;0.083878097955182;0.154220063947368;7.19163324315781;1.46397920622405e-08;2.17242409461991e-06;9.25396204337673
chrX;57022102;+;cg03828160;chrX:57021591-57022044;S_Shore;"SPIN3;SPIN3";"NM_001010862;NR_027139";"TSS200;TSS200";;;;;X:57021684-57022299;Promoter_Associated;TRUE;0.266403989355742;0.318899963157895;7.18665425665999;1.48657378547033e-08;2.20520530810501e-06;9.23867124554384
chrX;149737039;-;cg23896353;chrX:149736720-149737756;Island;MTM1;NM_000252;TSS200;high-CpG:149487677-149487784;;;X:149487398-149488414;X:149736302-149737928;Promoter_Associated;;0.235438990504202;0.294862873421053;7.18275787331434;1.50450062716682e-08;2.23104247422574e-06;9.22670393169889
chrX;15525321;+;cg18963065;;OpenSea;"BMX;BMX";"NM_203281;NM_001721";"5'UTR;TSS200";;;;;;;;-0.161981580672269;0.840166986842105;-7.17991686004915;1.51770915339183e-08;2.24986766793127e-06;9.21797737443512
chrX;119378837;-;cg19732480;chrX:119378646-119379039;Island;CXorf42;NR_027131;Body;;;;X:119262392-119263245;X:119378514-119379243;Promoter_Associated;;0.224919994453781;0.201476725789474;7.1794920601193;1.51969417419626e-08;2.25204791085361e-06;9.21667249345646
chrX;153640466;-;cg18827179;chrX:153639734-153640675;Island;"TAZ;TAZ;TAZ;TAZ;DNASE1L1;DNASE1L1;TAZ;DNASE1L1";"NM_181311;NM_181312;NM_000116;NM_181313;NM_001009933;NM_001009934;NR_024048;NM_001009932";"Body;Body;Body;Body;TSS200;TSS200;Body;TSS200";high-CpG:153293624-153293683;;;X:153292929-153293809;X:153639427-153640533;Promoter_Associated_Cell_type_specific;;0.174227756022409;0.257978165789474;7.1792176672237;1.52097775934598e-08;2.25318756674101e-06;9.21582961895264
chrX;133594116;-;cg05630320;chrX:133594203-133594828;N_Shore;HPRT1;NM_000194;TSS200;;;;X:133421604-133422656;X:133593729-133594554;Promoter_Associated;;0.105432973893557;0.125755147894737;7.17766643263089;1.52825488861599e-08;2.26320232920019e-06;9.21106446534614
chrX;77359450;+;cg13203541;chrX:77359303-77359979;Island;1,00 PGK;NM_000291;TSS1500;;;;X:77246011-77247167;X:77359057-77359965;Promoter_Associated;;0.109251176610644;0.208291035526316;7.17133009298493;1.55834638492207e-08;2.30698483888747e-06;9.19159839545193
chrX;134653741;+;cg13489054;chrX:134655102-134655750;N_Shore;DDX26B;NM_182540;TSS1500;;;;;;;;-0.071594469187675;0.855027723684211;-7.17074853403009;1.56113799671714e-08;2.31033651001832e-06;9.18981162423992
chrX;38080134;-;cg16998810;chrX:38079691-38080150;Island;"SRPX;SRPX;SRPX;SRPX;SRPX;SRPX;SRPX;SRPX";"NM_006307;NM_001170752;NM_001170750;NM_006307;NM_001170752;NM_001170751;NM_001170750;NM_001170751";"5'UTR;1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon";high-CpG:37964924-37965215;;;X:37964214-37965553;;;;0.244596240168067;0.268020580526316;7.17036869857664;1.56296401359389e-08;2.31225741016494e-06;9.18864461147787
chrX;55101346;+;cg00290944;;OpenSea;PAGE2B;NM_001015038;TSS200;;;;X:55118052-55118728;;;;-0.161966614722406;0.713215514314895;-7.17018636183796;1.56384134241525e-08;2.3127739926005e-06;9.18808439335004
chrX;149737055;-;cg16318983;chrX:149736720-149737756;Island;"MTM1;MTM1";"NM_000252;NM_000252";"1stExon;5'UTR";high-CpG:149487677-149487784;;;X:149487398-149488414;X:149736302-149737928;Promoter_Associated;;0.24167585070028;0.374350265789474;7.16885513411701;1.57026172838765e-08;2.32148511785235e-06;9.18399420744191
chrX;150151809;+;cg05905814;chrX:150151106-150152457;Island;"HMGB3;HMGB3";"NM_005342;NM_005342";"1stExon;5'UTR";high-CpG:149902415-149902477;;;X:149901834-149904072;X:150151536-150151832;Unclassified;;0.177493145014006;0.220002148157895;7.16500909951835;1.58896055178631e-08;2.34833675824986e-06;9.17217658099785
chrX;109561549;+;cg13680016;chrX:109560703-109561534;S_Shore;"AMMECR1;AMMECR1;AMMECR1";"NM_001171689;NM_015365;NM_001025580";"5'UTR;TSS200;TSS200";;;;X:109447067-109448450;X:109560609-109562069;Promoter_Associated;TRUE;0.207750834929972;0.291222156052632;7.16366121772297;1.59556675712336e-08;2.35681897030769e-06;9.16803472210444
chrX;15333348;-;cg23501605;;OpenSea;"ASB11;ASB11";"NM_001012428;NM_080873";"TSS1500;Body";;;;;;;;-0.120998100840336;0.731782057894737;-7.16361855636721;1.5957762995913e-08;2.35681897030769e-06;9.16790362738172
chrX;153770045;+;cg09440563;;OpenSea;"IKBKG;G6PD;G6PD";"NM_001099856;NM_001042351;NM_000402";"TSS1500;Body;Body";;;TRUE;;;;TRUE;-0.110050861064426;0.790083489473684;-7.16204168875671;1.60354100392145e-08;2.36748826628867e-06;9.16305795540529
chrX;153712753;-;cg08577442;chrX:153714288-153715375;N_Shore;UBL4A;NM_014235;3'UTR;;;;;;;;-0.0544655081232493;0.881371057894737;-7.16020927898855;1.61261191620752e-08;2.38007822229504e-06;9.15742678495886
chrX;53585698;-;cg21030907;;OpenSea;"HUWE1;MIRLET7F2";"NM_031407;NR_029484";"Body;TSS1500";;;;;;;;-0.0951033652661065;0.876024594736842;-7.15945594921764;1.61635609315647e-08;2.38480053442585e-06;9.15511166067421
chrX;40036023;+;cg05804339;chrX:40036252-40036508;N_Shore;"BCOR;BCOR";"NM_001123384;NM_001123383";"5'UTR;5'UTR";high-CpG:39920835-39921017;;;X:39919184-39921423;X:40035926-40036201;Promoter_Associated;TRUE;0.251696732464986;0.289103439736842;7.15627609470103;1.63225737313451e-08;2.40745043019566e-06;9.14533892081429
chrX;71458789;-;cg12747864;chrX:71458560-71459202;Island;"ERCC6L;ERCC6L;PIN4";"NM_017669;NM_017669;NM_001170747";"1stExon;5'UTR;Body";;;;X:71375286-71375927;X:71458507-71459289;Promoter_Associated;;0.119490371708683;0.36487807631579;7.15556578274477;1.63583088558636e-08;2.41190871421485e-06;9.14315579944211
chrX;106693642;+;cg18882436;chrX:106692681-106693761;Island;;;;;DMR;;X:106579352-106580401;;;;0.215840927731092;0.236512942105263;7.15508859909275;1.63823598149409e-08;2.41464183520764e-06;9.14168917029791
chrX;25031919;-;cg12419462;chrX:25030461-25032053;Island;ARX;NM_139058;Body;;;;X:24940768-24941974;X:25031393-25032009;Unclassified_Cell_type_specific;TRUE;0.229190944593838;0.244647699473684;7.15439593592159;1.64173348219439e-08;2.41847835690936e-06;9.13956023355596
chrX;68836036;+;cg20780119;chrX:68835648-68837063;Island;"EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA";"NM_001399;NM_001005611;NM_001005609;NM_001005610;NM_001005615;NM_001005610;NM_001399;NM_001005615;NM_001005612;NM_001005609;NM_001005612;NM_001005611";"5'UTR;1stExon;5'UTR;1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;1stExon;1stExon;5'UTR";;;;X:68752403-68753854;X:68835560-68836605;Unclassified_Cell_type_specific;TRUE;0.163156939103641;0.212021861578947;7.15435439521651;1.64194347507479e-08;2.41847835690936e-06;9.13943255492137
chrX;64754863;-;cg17001703;chrX:64754316-64754805;S_Shore;"LAS1L;LAS1L;LAS1L";"NM_031206;NM_001170649;NM_001170650";"TSS200;TSS200;TSS200";;;;X:64670981-64671634;X:64754309-64755158;Promoter_Associated;;0.137672288879552;0.185242470263158;7.15323682883346;1.64760307661686e-08;2.42599857990191e-06;9.13599758021575
chrX;130204910;-;cg26563418;chrX:130206913-130207455;N_Shelf;FLJ30058;NM_144967;5'UTR;;CDMR;;;;;;-0.153489618487395;0.587997836842105;-7.15307604465414;1.64841894037999e-08;2.42638402577532e-06;9.13550338336402
chrX;152783688;-;cg20134820;chrX:152782937-152783861;Island;;;;;DMR;;X:152436132-152437055;X:152783508-152783838;Unclassified_Cell_type_specific;;0.165090137254902;0.429186052631579;7.14997974877791;1.66421012961993e-08;2.44880467943913e-06;9.12598604464669
chrX;129093060;-;cg05061650;chrX:129091066-129091628;S_Shore;;;;;RDMR;TRUE;;;;;-0.151662637254902;0.686204607894737;-7.14976642359578;1.66530369490208e-08;2.44959069268526e-06;9.12533030437244
chrY;17568097;+;cg04792227;chrY:17567579-17568617;Island;;;;;;;Y:16076834-16078034;;;;0.255292683473389;0.497932410526316;7.14957046842783;1.66630885518043e-08;2.45024618172911e-06;9.12472795492918
chrX;117861165;+;cg11441847;chrX:117861214-117862177;N_Shore;IL13RA1;NM_001560;TSS1500;;;;;X:117861031-117861759;Unclassified_Cell_type_specific;;0.201364466470588;0.237515696578947;7.14867349602544;1.67091772945618e-08;2.45619858140241e-06;9.12197070351235
chrX;54556668;+;cg17376045;chrX:54556428-54556959;Island;"GNL3L;GNL3L";"NM_019067;NM_019067";"1stExon;5'UTR";high-CpG:54573345-54573482;;;X:54573090-54573835;X:54555877-54557517;NonGene_Associated;;-0.0884668515406163;0.303686894736842;-7.14823862775359;1.67315681957777e-08;2.45866464402813e-06;9.12063391807801
chrX;48397938;+;cg05427163;chrX:48397759-48398529;Island;TBC1D25;NM_002536;TSS200;high-CpG:48282764-48283111;;;X:48282721-48283434;X:48397581-48398829;Promoter_Associated;;0.15793552232493;0.222157282368421;7.14742292057216;1.67736497341206e-08;2.46402157436106e-06;9.1181263972371
chrX;47510110;-;cg14258356;chrX:47509592-47510508;Island;"ELK1;ELK1";"NM_005229;NM_001114123";"TSS200;TSS200";;;;X:47394289-47395452;X:47509323-47510675;Unclassified;;0.230380529131653;0.237570402631579;7.14641038671238;1.68260338868955e-08;2.47088784145106e-06;9.11501375646974
chrX;106978259;+;cg26954928;;OpenSea;TSC22D3;NM_198057;Body;;;;;;;;-0.181360505602241;0.617342186842105;-7.14621531214994;1.68361451467934e-08;2.47154384993678e-06;9.11441406737868
chrX;108869721;+;cg18145088;chrX:108867762-108868486;S_Shore;KCNE1L;NM_012282;TSS1500;;;;;;;;-0.144304594957983;0.837773447368421;-7.1455086793846;1.68728232291618e-08;2.47609811774225e-06;9.11224174737189
chrX;46405000;+;cg25441577;chrX:46404634-46405165;Island;"ZNF674;LOC401588;ZNF674";"NM_001146291;NR_015378;NM_001039891";"TSS200;Body;TSS200";;;;X:46289535-46290146;X:46404458-46405206;Promoter_Associated;;0.133858465210084;0.183096392631579;7.14373011435165;1.69654975020796e-08;2.48886405968197e-06;9.10677395215459
chrX;25019611;+;cg12622895;chrX:25020237-25024207;N_Shore;;;;;RDMR;;;;;;-0.144834839215686;0.8513173;-7.14358640530539;1.69730080130242e-08;2.48913198289864e-06;9.10633214145431
